ID,Unnamed: 0,Query,Description
17519,17519,Java Developer,"<p>This is an outstanding opportunity to build software with visible real-world impact.  Create and maintain web-based logistics applications to help the Army make decisions and analyze the results of the materiel lifecycle. Gain experience with popular frameworks and tools while constructing high-quality software in a team of like-minded professionals.\r\nRequired skills:<ul> <li>Solid understanding of Java</li> <li>Understanding of  the full application lifecycle  experience, including requirements development, design, implementation, test, and maintenance</li> <li>Ability to design, develop and maintain object-oriented code</li> <li>Working knowledge of HTML and XML</li> <li>Experience integrating Java code with databases (JDBC, Spring data access, etc.)</li></ul>Desirable skills:\r\n <ul><li>Source control system like CVS or SVN</li> <li>Application frameworks like Spring or Seam</li> <li>Unit-testing frameworks like Junit or TestNG</li></ul> <ul><li>Component-based UI framework like JSF</li> <li>Web Services</li> <li>AJAX</li> <li>Javascript</li></ul></p><p>This is a Team ITSS Position with Jacobs Technology. The candidate must have 2 years progressing programming experience, <strong>OR</strong>  2 year general technical experience plus formal software development training and an Associates Degree in a Technical Discipline or related field, <strong>OR</strong>  a Bachelors Degree in a Technical Discipline or related field.</p>"
19020,19020,Java Developer,"<div>Maintain existing applications as well as design and develop new and innovative software offerings in the Cloud Service and Management Automation space. </div>\r\n<div><br>Your responsibilities will include design, development, unit testing, and performance tuning of enterprise-class integrations and new applications. </div>\r\n<div>&nbsp;</div>\r\n<div>?Experience, Skills and Preferred Competencies <br>? 5+ years experience in software development, including participation in enterprise-class projects <br>? Strong proficiency in Java <br>? Excellent Object oriented programming and diagnostic skills in C++ <br>? UML knowledge and experience is highly desirable <br>? Experience in applying unit testing to components under development and maintenance <br>? Seeking expertise in model design, CIM provider design, general standards-based aggregation and integration systems development <br>? A desire to learn Virtualization Technologies in the Server, Network, and Storage arenas <br>? A desire to learn BSS/ITSM suites and Orchestration Tools: <br>o VMware: vCenter, vCloud Director <br>o Newscale <br>o HP Business Service Automation and Orchestration (Opsware) <br>? Experience developing distributed systems (Web services, Java RMI, RESTful or XML-based APIs) <br>? A solid understanding of enterprise database concepts <br>Preferred Background <br>? Experience with Agile/Scrum development methodology <br>? Experience using Subversion for source code/resource control <br><br></div>\r\nRandstad Technologies is an EOE-M/F/V/D and is a wholly owned subsidiary of Randstad Holding nv, an $18.8 billion global provider of professional employment services and the second largest staffing organization in the world."
19025,19025,Java Developer,"<div>\r\n<div>Manager has frontend Java Position can be Alpharetta GA and or Orangeburg, NY, but prefers GA..Great relationship with this manager and he resides in Warren!   We have one consultant working for him already.  lets make this two!</div>\r\n<div>&nbsp;</div>\r\n<div>Mgr is ready to interview and make offer asap.....Deal for this week!</div>\r\n<div>Our client, a leader in the wireless industry is looking for a Sr. Java Developer who can Design and code from specifications, analyzes, evaluates, tests, debugs, documents, and implements complex software apps. Prepares detailed specifications. Perform project management of estimating, scheduling, and monitoring tasks.  Candiates must possess the following skills sets:</div>\r\n<div>&nbsp;</div>\r\n<div>Java<br>Javascript<br>Html5<br>Java<br>CS3</div></div>\r\nRandstad Technologies is an EOE-M/F/V/D and is a wholly owned subsidiary of Randstad Holding nv, an $18.8 billion global provider of professional employment services and the second largest staffing organization in the world."
19120,19120,Java Developer,"<div><strong>Title:</strong> Senior Java Developer<br><b>Location:</b>  Massachusetts</div>\r\n<div><b>Employment Type:</b> Full Time/Direct Hire with a leading employer who is focused on employee growth and development  Competitive Salary + Outstanding Benefits<br><br><b>Description:</b><br>Essential Function<br>Develop complex application designs & application code according to business requirements following an Agile Methodology and the  Software Development Lifecycle. Perform & document unit testing of all code, managed in a source code controlled environment. <br><br>Document the design and code leading to the production of very high quality deliverables (code and documentation), ready for functional testing by Software Quality Assurance, and later Process Validation by representatives of the business. <br><br>Provide level three production support for applications, in liaison with the Application Support department, when detailed deep analysis or source code changes are required.<br>Working with the Enterprise Architecture Team, create detailed system designs and technical specifications.<br><br>Relationships<br>Reports To Manager, Senior Manager, Associate Director or above<br>Directly Supervises N/A<br>Provides Work Direction to N/A<br>Works Closely with Architects, Business Analysts, HFE Engineers, SQA, other developers<br>External Relationships Business Operations, principally CRS (Clinical Research Services)<br><br>Key Accountabilities<br>Production of unit test scripts and design documentation for all application code developed.<br>Configure and integrate COTS products.<br>Active part of agile teams using iterative development methodologies (e.g. SCRUM).<br>Closely working with Architects and other experienced developers for the implementation of a mature Service Oriented Architecture.<br>Compliance from an IT perspective to all required regulations, including SOX, Data Protection, FDA and EMEA<br><br><br>Skills<br><br>Strong background in web development and web services utilizing J2EE technologies that include a combination of SOA/XSL/XSLT/HTML/DHTML/XPath/XML schemas, Struts, Spring, Hibernate, SVN, Eclipse IDE, and Tomcat/JBoss application server; <br><br>Proficient with building applications based on relational databases such as Oracle<br><br>Experience and familiarity with frameworks, build systems, and data mapping technologies<br><br>Should have experience in design, development, implementation and deployment of web enabled applications<br><br>Object Oriented Design (OOD) and Object Oriented Programming (OOP)<br><br>Broad experience with a range of programming languages;<br><br>Strong software architecture, implementation, technical lead, project management, and problem solving skills; and strong technical and accurate work estimation skills<br><br>Knowledge of reporting, data analysis and data warehouse<br><br>Knowledge of Tibco or any other ESB Engine a plus<br><br>Exposure to environments with agile software development a plus<br><br>Education<br>Computer Science degree. Masters degree a plus.<br><br>Language Skills<br>Local language and fluent in English, both written and spoken<br><br>Minimum Work Experience<br>Significant hands-on Java programming experience with complex, multi-tiered, high-availability, Java/J2EE based Internet applications that includes a combination of Java, Struts, Spring, JavaScript/jQuery and AJAX;</div>\r\n<p><b>Experience:</b><br>Minimum Work Experience<br>Significant hands-on Java programming experience with complex, multi-tiered, high-availability, Java/J2EE based Internet applications that includes a combination of Java, Struts, Spring, JavaScript/jQuery and AJAX;</p>\r\nRandstad Technologies is an EOE-M/F/V/D and is a wholly owned subsidiary of Randstad Holding nv, an $18.8 billion global provider of professional employment services and the second largest staffing organization in the world."
19182,19182,Java Developer,"<div>\r\n<p>This is an opportunity for a Java Developer in Columbus, Ohio:</p>\r\n<p>&nbsp;</p>\r\n<p><strong>Job Description</strong> </p>\r\n<p>&nbsp;</p>\r\n<p>Seeking an experienced developer to work on Documentum projects. </p>\r\n<p>This assignment work under the direction of an Senior Architect and will include some team lead role responsibilities requiring excellent leadership and communication skills. Knowledge of architecture principals and techniques is required. </p>\r\n<p>&nbsp;</p>\r\n<p>The individual will be responsible for contributing to a variety of tasks including: </p>\r\n<p>\r\n• Development tasks including some lead responsibilities </p>\r\n<p>\r\n• Mentoring of team members in configuration management best practices </p>\r\n<p>\r\n• Other ad-hoc tasks </p>\r\n<p>&nbsp;</p>\r\n<p><strong>Job Requirements: </strong></p>\r\n<p>&nbsp;</p>\r\n<p>\r\n• 10 + years of experience in java and asp.net programming languages </p>\r\n<p>\r\n• Excellent documentation skills </p>\r\n<p>\r\n• Excellent communication and customer service skills </p>\r\n<p>\r\n• Architecture principals and practices </p>\r\n<p>\r\n• Ability to work within a team environment and lead some activities </p>\r\n<p>&nbsp;</p>\r\n<p><strong>The following are pluses but not required: </strong></p>\r\n<p>\r\n• Familiarity EMC Documentum software </p>\r\n<p>\r\n• Experience with configuration management tools and methods. </p>\r\n<p>&nbsp;</p>\r\n<p><strong>Competency Requirements: </strong></p>\r\n<p>  Software Design </p>\r\n<p>  Analyze and design solutions </p>\r\n<p>  Documentation </p>\r\n<p>  Problem Solving </p>\r\n<p>  Estimating </p>\r\n<p>  Software Development </p>\r\n<p>  Code </p>\r\n<p>  Documentation </p>\r\n<p>  Innovation </p>\r\n<p>  Creativity </p>\r\n<p>  Software Support </p>\r\n<p>  Application Analysis </p>\r\n<p>  Documentation </p>\r\n<p>  Innovation </p>\r\n<p>  Creativity </p>\r\n<p>  Estimating </p>\r\n<p>  Trouble Shooting </p>\r\n<p>  Refactoring </p>\r\n<p>  Test Strategy Development </p>\r\n<p>  Standards Adherence </p>\r\n<p>&nbsp;</p>\r\n<p><strong>Follows standards/guidelines:</strong> </p>\r\n<p>  SDLC </p>\r\n<p>  Coding </p>\r\n<p>  Security </p>\r\n<p>  Product/Tools </p>\r\n<p>  Architecture </p>\r\n<p>  Vendor Product </p>\r\n<p>  Gap analysis </p>\r\n<p>  Product analysis </p>\r\n<p>  Feasibility analysis </p>\r\n<p>  Leadership </p>\r\n<p>  Project Management </p>\r\n<p>  Scope Management </p>\r\n<p>  Change Management </p>\r\n<p>&nbsp;</p></div>\r\nRandstad Technologies is an EOE-M/F/V/D and is a wholly owned subsidiary of Randstad Holding nv, an $18.8 billion global provider of professional employment services and the second largest staffing organization in the world."
19273,19273,Java Developer,"<div>\r\n<p><strong>Contract position - Downtown Chicago</strong></p>\r\n<p>&nbsp;</p>\r\n<p>Our client is seeking a Java developer with the following skills and experience: </p>\r\n<ul><li>Strong core Java and heavy Financial Services experience.</li>\r\n<li>Experience in trading applications and real-time systems.</li>\r\n<li>Back-end processing using Java Threading and concurrency.</li>\r\n<li>Messaging using Tibco / MQ / JMS / TCP.</li>\r\n<li>Familiar with FIX, ITC, Reuters protocol.</li>\r\n<li>Experience processing market data.</li>\r\n<li>Proficient in data retrieval and data parsing which follows defined message specifications.</li>\r\n<li>Proficient in Oracle database SQL.</li>\r\n<li>Experience in working on Linux platform.</li>\r\n<li>Experience with performance testing.</li>\r\n<li>Strong ability to learn existing applications quickly and to be able to make modifications to them.</li>\r\n<li>Use of Ant and Maven.</li>\r\n<li>Ability to work independently.</li>\r\n<li>COBOL experience is a plus.</li></ul></div>\r\nRandstad Technologies is an EOE-M/F/V/D and is a wholly owned subsidiary of Randstad Holding nv, an $18.8 billion global provider of professional employment services and the second largest staffing organization in the world."
20140,20140,Java Developer,"Mastech Inc, a leading provider of Information Technology services, is currently seeking a Java Developer. The end client is a profitable, fast growing, and dynamic industry leader in the Consulting industry. We offer a competitive compensation package and many growing opportunities. This is a Contract position and the client is looking for someone to start immediately.\r\n \r\n\r\nDuration: 6 -12+ Months Contract \r\nLocation: Los Angeles, CA/ Zip Code: 90001 \r\n\r\nRole: Java Developer \r\n\r\nRequired Skills: \r\n \r\n• Candidates to have 6 to 8 years of experience.\r\n\r\n• Java J2EE - Struts Spring Hibernate.\r\n\r\n• Development Methodology – SDLC.\r\n \r\n• WebSphere (WAS).\r\n \r\n\r\nEducation:  achelor's Degree \r\nExperience: Minimum 3 years\r\nRelocation: No\r\nTravel: No\r\nLocal Preferred: Yes\r\n \r\n \r\nRecruiter Name: Preeti Sharma\r\nRecruiter Phone: 412 436 0333 (Ext: 2304)"
23004,23004,Java Developer,"<DIV>\r\n<DIV>\r\n<P style=""MARGIN: 0in 0in 0pt"" class=MsoNormal><b>Job Description:</B></P>\r\n<P style=""MARGIN: 0in 0in 0pt"" class=MsoNormal>The Government Solutions Product Development team is a mature software development shop that builds, creates, and supports multiple products for our clients in solving their Human Capital Management needs. Our product managers and development team leads work jointly to plan, staff and enforce quality on development projects. </P>\r\n<P style=""MARGIN: 0in 0in 0pt"" class=MsoNormal> </P>\r\n<P style=""MARGIN: 0in 0in 0pt"" class=MsoNormal>We currently are seeking a Software Engineer<b> </B>that will report to the Manager of Development.</P>\r\n<P style=""MARGIN: 0in 0in 0pt"" class=MsoNormal> </P>\r\n<P style=""MARGIN: 0in 0in 0pt; BACKGROUND: white"" class=MsoNormal><B>PURPOSE OF JOB:</B></P>\r\n<ul><li>Through best of breed customer service work within a matrixed organization on a dedicated team as we build the next generation of scalable Human Capital Management software. You’ll work with Oracle 11g, Tomcat, Java 1.6, JSP’s, and Web 2.0 technologies in a true software development environment. </LI></UL>\r\n<P style=""MARGIN: 0in 0in 0pt; BACKGROUND: white"" class=MsoNormal><B><BR>RESPONSIBILITIES</B></P>\r\n<ul><li>Create, update and maintain Java objects, JSP’s, taglibs and core business logic. \r\n<li>Technologies will also include Freemarker Template, XML, Struts, Spring, Hibernate or iBatis, HTML, CSS and SQL. \r\n<li>Enforce best of breed database, persistence and Java code \r\n<li>Build and test for Oracle 11g</LI></UL>\r\n<P style=""MARGIN: 0in 0in 0pt; BACKGROUND: white"" class=MsoNormal><B> </B></P>\r\n<P style=""MARGIN: 0in 0in 0pt; BACKGROUND: white"" class=MsoNormal><B>REQUIRED SKILLS:</B></P>\r\n<ul><li>Bachelor’s degree in computer science. \r\n<li>At least five years of experience must be with a top tier web software firm. \r\n<li>Experience with Java persistence layers \r\n<li>Experience with Object Oriented Principles and Design Patterns \r\n<li>Experience with Oracle Stored Procedures \r\n<li>Ability to work in a team-oriented environment. \r\n<li>Superior problem solving skills. \r\n<li>Analytical skills – Ability to assess a situation quickly from a non-biased point of view, and determine the most beneficial resolution for all parties involved. \r\n<li>Organization skills – Ability to track unresolved issues and bring them to resolution is essential.  The ideal candidate will take the initiative to follow up and, if necessary, escalate issues in order to bring them to a conclusion. \r\n<li>US Citizenship or Green Card</LI></UL>\r\n<P style=""TEXT-ALIGN: justify; MARGIN: 0in 0in 0pt"" class=MsoNormal> </P>\r\n<P style=""MARGIN: 0in 0in 0pt; BACKGROUND: white"" class=MsoNormal><B>PREFERRED SKILLS:</B></P>\r\n<ul><li>Java certified. \r\n<li>Preference for experience with high availability architectures. \r\n<li>Preference for experience with secure government information systems,  and/or ERP systems. \r\n<li>Experience in ASP/hosted environments.</LI></UL></DIV></DIV>\r\nRandstad Technologies is an EOE-M/F/V/D and is a wholly owned subsidiary of Randstad Holding nv, a $22.5 billion global provider of HR services and the second largest staffing organization in the world."
23101,23101,Java Developer,"<DIV>\r\n\r\n<br /><br /><b>Java Developer</b><br /><br />\r\n\r\n<P style=""MARGIN: 0px"">Our Client in Cary, NC is looking for a developer to be on a small project teams (Product Strategy Team or PST) that develop procurement applications.  PSTs use agile software development principles to build great products that serve the needs of our customer base– gathering and reviewing user requirements, database and application design, coding, testing, maintenance, internal and external customer training and product rollout.</P>\r\n<P style=""MARGIN: 0px""> </P>\r\n<P style=""MARGIN: 0px"">The developers on the team contribute primarily through programming expertise, but are expected to be an integral part of all team activities.  Additionally, developers are expected to work with other Product Strategy Teams (who work on the same product) to ensure continuity of architecture and design.</P>\r\n<P style=""MARGIN: 0px""> </P>\r\n<P style=""MARGIN: 0px"">You will start building production ready software right away!</P>\r\n\r\n<STRONG>Principal Responsibilities</STRONG>:\r\n\r\n<UL><LI>You are going to be an important participant in user story creation and sprint planning activities.</LI>\r\n<LI>You will design, code, test and debug software during our agile, sprint based releases – using documented user stories and close team communication as a guide.</LI>\r\n<LI>Good software stewardship (things like solid OO design and responsible refactoring) is important to us.</LI>\r\n<LI>You will be a critical participant in defining and implementing technical direction for your team’s projects.</LI>\r\n<LI>We want you to lead the team toward designing intuitive, user-friendly interfaces.</LI>\r\n<LI>Based on your experience, we want you to suggest areas for improvement in internal processes along with possible solutions.</LI>\r\n<LI>You will have a chance to contribute to our library of development components and frameworks.</LI>\r\n<LI>We hope that you will enjoy participating in Usability Studies with our customers.  (We do.)</LI>\r\n<LI>Sometimes, we’ll need you to troubleshoot and maintain production code (but you are going to really appreciate the Production Support Development team for handling the day to day fires that pop up).</LI></UL>\r\n\r\n<STRONG>Position Requirements</STRONG>:\r\n\r\n<UL><LI>Excitement for learning and for building software as part of a small, focused team</LI>\r\n<LI>Excellent communication, organization and interpersonal skills</LI>\r\n<LI>A good sense of humor (we try not to take ourselves too seriously)</LI>\r\n<LI>Working knowledge and experience using Java, JavaScript, Servlets, JSP, HTML and CSS</LI>\r\n<LI>Good working knowledge of relational databases, database design and SQL is critical</LI>\r\n<LI>Additionally, knowledge of XML, JSON and other web programming technologies are great</LI>\r\n<LI>Experience building web-based applications is important (even if it’s not with our technologies)</LI>\r\n<LI>We are looking for 2+ years experience developing software</LI>\r\n<LI>A Bachelor's degree in Computer Science or related field is helpful</LI></UL></DIV>\r\nRandstad Technologies is an EOE-M/F/V/D and is a wholly owned subsidiary of Randstad Holding nv, a $22.5 billion global provider of HR services and the second largest staffing organization in the world."
23127,23127,Java Developer,"<DIV>\r\n<P style=""MARGIN: 0in 0in 10pt"" class=MsoNormal><b>Java Developer</B></P>\r\n<P style=""MARGIN: 0in 0in 10pt"" class=MsoNormal><b>Date Open:  </B>3/13/12\r\n</P>\r\n<P style=""MARGIN: 0in 0in 10pt"" class=MsoNormal><b>Position Location:  </B>Gahanna, OH (10 minutes East of Columbus)\r\n</P>\r\n<P style=""MARGIN: 0in 0in 10pt"" class=MsoNormal><b>Type of Opportunity?  </B>6 month contract (likely extension)\r\n</P>\r\n<P style=""MARGIN: 0in 0in 10pt"" class=MsoNormal><b>Background & Drug Test Reqs?  </B>Y/Y\r\n</P>\r\n<P style=""MARGIN: 0in 0in 10pt"" class=MsoNormal><b>Desired Start Date?</B></P>\r\n<P style=""MARGIN: 0in 0in 10pt"" class=MsoNormal>3/19/12</P>\r\n<P style=""MARGIN: 0in 0in 10pt"" class=MsoNormal><b>Summary/Day to Day Duties:</B></P>\r\n<P style=""MARGIN: 0in 0in 10pt"" class=MsoNormal>Our client has an immediate need for a Java Developer, particularly with 3-4 years of experience with J Rules.  Not looking for web based experience but rather actual software development experience.  This position will be strictly development work, however, the candidate will be interfacing with the business unit and involved in design discussion so MUST have strong communication skills.</P></DIV>\r\nRandstad Technologies is an EOE-M/F/V/D and is a wholly owned subsidiary of Randstad Holding nv, a $22.5 billion global provider of HR services and the second largest staffing organization in the world."
23131,23131,Java Developer,"<DIV>We are looking for a Java Developer for a 6 month renewable contract for a client of ours in Raleigh, NC. </DIV>\r\n<DIV>\r\n\r\nImplement a secure web (Java EE) interface for the data entry of 1st and 2nd report of injury for workers'' compensation claims; and a solution for the electronic document submission process. Provide complete coverage research; including a data feed from the Rate Bureau. Provide a web based public facing solution for the purpose of electronic payments to process WC forms requiring fee processing payment up-front at time of electronic document submission.\r\n\r\n \r\n\r\nKnowledge, Skills, and Abilities Requirements:\r\n\r\nRequired: no less than 3 years experience as a Java EE n-tier application developer, having experience using Java (6), and Oracle (10G or higher), in a Red Hat Linux (Apache Tomcat), and Windows XP environments. Must be familiar working with Oracle SQL stored procedures and triggers. <BR><BR>Preferred: experience with PL/SQL, and/or experience using IBM Host on Demand (HOD).\r\n\r\n \r\n\r\nEach candidate must demonstrate excellent verbal and written communication skills; and must demonstrate the ability to develop technical documentation that will be referenced for support of the delivered solution and subsequent enhancements; and work with agency staff to develop test plans and ensure successful testing and validation of all developed solutions.<BR>Each candidate must be an independent; self-starter having proven experience working successfully in a team environment. <BR><BR>Each candidate must reside locally, within the State. <BR><BR></DIV>\r\nRandstad Technologies is an EOE-M/F/V/D and is a wholly owned subsidiary of Randstad Holding nv, a $22.5 billion global provider of HR services and the second largest staffing organization in the world."
23156,23156,Java Developer,"<DIV>\r\n<P style=""MARGIN: 0in 0in 0pt"" class=MsoNormal><STRONG>Contract position - Downtown Chicago</STRONG></P>\r\n<P style=""MARGIN-BOTTOM: 0pt"">Seeking Java developer with the following skills and experience:<BR>- 5-7 years+ experience in core Java, threading, publish subscribe type messaging,and socket programing<BR>- Profiecient in writing Oracle SQL and using OR mapping tools like Hibernate<BR>- Experience with using Apache Tomcat or other Java Application Server for executing applications<BR>- Experience with Struts MVC framework or Spring MVC required<BR>- Proficient in data retrieval and data parsing which follows defined message specifications. Experience with Tibco, MQ or other data delivery system a plus<BR>- Strong ability to learn existing applications quickly and to be able to make modifications to them.<BR>- Ability to work independently.</P>\r\n<P style=""MARGIN-BOTTOM: 0pt"">-Experience working in an Agile environment</P>\r\n<P style=""MARGIN-BOTTOM: 0pt"">-Experience working with source control tools, such as SubVersion</P>\r\n<P style=""MARGIN: 0in 0in 0pt"" class=MsoNormal> </P>\r\n<P style=""MARGIN: 0in 0in 0pt"" class=MsoNormal> </P></DIV>\r\nRandstad Technologies is an EOE-M/F/V/D and is a wholly owned subsidiary of Randstad Holding nv, a $22.5 billion global provider of HR services and the second largest staffing organization in the world."
24724,24724,Java Developer,"<p><strong>Java/ J2EE Developer<br>\r</strong><br>\rVeredus DC seeks a Java Developer for a contract to hire role in Alexandria, VA.</p>\r<p>The J2EE Developer designs, develops, implements, and supports business applications using Java technologies for our government client.&nbsp; This mid-level J2EE developer coordinates and collaborates with others in analyzing collected requirements to ensure plans and identified solutions meet customer needs and expectations. Develops and executes unit test plans, ensuring that results are documented. Develops technical documentation including Object Oriented Design document such as Use Case Modeling, Sequence Diagramming, Activity Modeling, in support of new development, upgrades, and enhancements. </p>"
27908,27908,Java Developer,"<div>\r<p><span>Creates user information solutions by developing, implementing, and maintaining Java based components and interfaces.<br>\r<br>\r</p>\r<ul>\r    <li>Able to convert broad requirements to detailed specification and document software designs via functional specifications and other design documents. Defines site objectives by analyzing user requirements; envisioning system features and functionality.\r    <li>Designs and develops user interfaces to internet/intranet applications by setting expectations and features priorities throughout development life cycle; determining design methodologies and tool sets; completing programming using languages and software products; designing and conducting tests.\r    <li>Work with IT Project Staff (Project Mangers, Business Analysts, and Architects etc.) to translate requirements into design and functional specifications.\r    <li>Recommends system solutions by comparing advantages and disadvantages of custom development and purchase alternatives.\r    <li>Integrates applications by designing database architecture and server scripting; studying and establishing connectivity with network systems, search engines, and information servers.\r    <li>Creates multimedia applications by using authoring tools.\r    <li>Completes applications development by coordinating requirements, schedules, and activities; contributing to team meetings; troubleshooting development and production problems across multiple environments and operating platforms.\r    <li>Supports users by developing documentation and assistance tools.\r    <li>Updates job knowledge by researching new internet/intranet technologies and software products; participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations.\r    <li>Enhances organization reputation by accepting ownership for accomplishing new and different requests; exploring opportunities to add value to job accomplishments.\r    <li>Performs analysis, writes program specifications and develops designs for medium to large size projects OR performs analysis, resolves problems and monitors to proactively prevent problems from occurring.\r    <li>Evaluates options for meeting user needs, and ensures that system requirements are identified, prioritized and incorporated in an effective, efficient manner.\r    <li>Troubleshoots complex development and production application problems and provides technical and production support on an on-call basis.\r    <li>Performs technical evaluation of products.\r    <li>Contribute to the overall product design and architecture.\r    <li>Takes complete ownership of significant features including architecture, design and implementation including\r    <li>Define data models and their corresponding XML representations for different data standards and messaging.\r    <li>Design REST/SOAP based Repository interfaces to store/access data.\r    <li>Creating JMX extensions for managing and monitoring the server. </li>\r</ul>\r<p></span></p>\r</div>"
27909,27909,Java Developer,"<div>\r<p></p>\r<ul>\r    <p><span>Creates user information solutions by developing, implementing, and maintaining Java based components and interfaces. <br>\r    <br>\r    </p>\r    <ul>\r        <li>Able to convert broad requirements to detailed specification and document software designs via functional specifications and other design documents. Defines site objectives by analyzing user requirements; envisioning system features and functionality. </li>\r        <li>Designs and develops user interfaces to internet/intranet applications by setting expectations and features priorities throughout development life cycle; determining design methodologies and tool sets; completing programming using languages and software products; designing and conducting tests. </li>\r        <li>Work with IT Project Staff (Project Mangers, Business Analysts, and Architects etc.) to translate requirements into design and functional specifications. </li>\r        <li>Recommends system solutions by comparing advantages and disadvantages of custom development and purchase alternatives. </li>\r        <li>Integrates applications by designing database architecture and server scripting; studying and establishing connectivity with network systems, search engines, and information servers. </li>\r        <li>Creates multimedia applications by using authoring tools. </li>\r        <li>Completes applications development by coordinating requirements, schedules, and activities; contributing to team meetings; troubleshooting development and production problems across multiple environments and operating platforms. </li>\r        <li>Supports users by developing documentation and assistance tools. </li>\r        <li>Updates job knowledge by researching new internet/intranet technologies and software products; participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations. </li>\r        <li>Enhances organization reputation by accepting ownership for accomplishing new and different requests; exploring opportunities to add value to job accomplishments. </li>\r        <li>Performs analysis, writes program specifications and develops designs for medium to large size projects OR performs analysis, resolves problems and monitors to proactively prevent problems from occurring. </li>\r        <li>Evaluates options for meeting user needs, and ensures that system requirements are identified, prioritized and incorporated in an effective, efficient manner. </li>\r        <li>Troubleshoots complex development and production application problems and provides technical and production support on an on-call basis. </li>\r        <li>Performs technical evaluation of products.</li>\r        <li>Contribute to the overall product design and architecture. </li>\r        <li>Takes complete ownership of significant features including architecture, design and implementation including</li>\r        <li>Define data models and their corresponding XML representations for different data standards and messaging.</li>\r        <li>Design REST/SOAP based Repository interfaces to store/access data.</li>\r        <li>Creating JMX extensions for managing and monitoring the server.</li>\r    </ul>\r    </span></ul>\r    </div>"
28173,28173,Java Developer,"<B>Job Classification: </B> Contract \r\n\r\nTEKsystems Madison, WI has partnered with a local client to provide an opportunity for a Junior Java Developer.\n\nCandidates will have experience working with Java, Struts and PL/SQL. Candidates will have the ability to work proactively and independently on project work.\n\nFor additional information please apply to this posting.\n\t\t\t\t\t\t\r\r\r\n\t\t\t\t\t\tJoin TEKsystems<sup>®</sup> and get your career on the fast track. As the leading technology staffing and services firm, we are passionate about deploying high-caliber IT and communications expertise. To satisfy our constant need for expertise, we actively seek talented Technical Professionals with all levels of information technology and communications skills. TEKsystems knows that every professional has different needs, so we'll work together to determine a suitable benefits package. We offer options to our Technical Professionals that could include: a health plan, 401k, provisions for vacation and holiday pay, and technical and professional training. With a foundation as the nation's largest IT staffing firm, we've become a billion-dollar services company by blending superior client service with an unrivaled ability to source and manage talent to precise specifications, resulting in successful technology executions. Allegis Group and its subsidiaries are equal opportunity employers. M/F/D/V<BR><BR>"
28205,28205,Java Developer,"<B>Job Classification: </B> Contract \r\n\r\nOur client in Lexington wants a JAVA Developer that will be responsible for large or complex software development and configuration efforts. Designs technical specifications from System Requirements; develops specific configurations of Application software including configuration, customization and extension, integration to other systems and hardware devices; develops subsystems and customizations of existing systems performs unit and system testing of specific configurations; deploys and supports customer implementations; possess extensive knowledge of programming languages.\n\nThe candidate shall posses the following experience or skills, unless annotated otherwise, in the following order of priority:\n- Enterprise Java SDK\n- J2EE\n- Enterprise Java Engineer\n- Enterprise Java experience\n- XML\n- Web Services Development\n- Spring and/or Hibernate Frameworks (required exposure to Spring)\n\n\t\t\t\t\t\t\r\r\r\n\t\t\t\t\t\tJoin TEKsystems<sup>®</sup> and get your career on the fast track. As the leading technology staffing and services firm, we are passionate about deploying high-caliber IT and communications expertise. To satisfy our constant need for expertise, we actively seek talented Technical Professionals with all levels of information technology and communications skills. TEKsystems knows that every professional has different needs, so we'll work together to determine a suitable benefits package. We offer options to our Technical Professionals that could include: a health plan, 401k, provisions for vacation and holiday pay, and technical and professional training. With a foundation as the nation's largest IT staffing firm, we've become a billion-dollar services company by blending superior client service with an unrivaled ability to source and manage talent to precise specifications, resulting in successful technology executions. Allegis Group and its subsidiaries are equal opportunity employers. M/F/D/V<BR><BR>"
28230,28230,Java Developer,"<b>Job Classification: </b> Contract \r\n\r\nThe consultant will be required to maintain and enhance the suite of Treasury applications within Corporate Systems that support the collection and disbursement of funds (e.g. check writing and EFT payments, credit card collections, etc.). These applications have both batch and online components and are all written in Java using an Oracle Database. It is extremely important that the person has excellent written and oral communication skills, is a self starter, has experience leading technical design sessions.\n \nCandidate should be a senior level consultant and have extensive analytical, database design, software and technical/development background for Treasury related projects project. Ideally the individual would have a solid business background with experience in the Treasury area. Additionally strong skills for gathering requirements and conducting design sessions would be an asset. Candidate must have excellent communication skills. \n\n\t\t\t\t\t\t\r\r\r\n\t\t\t\t\t\tJoin TEKsystems<sup>®</sup> and get your career on the fast track. As the leading technology staffing and services firm, we are passionate about deploying high-caliber IT and communications expertise. To satisfy our constant need for expertise, we actively seek talented Technical Professionals with all levels of information technology and communications skills. TEKsystems knows that every professional has different needs, so we'll work together to determine a suitable benefits package. We offer options to our Technical Professionals that could include: a health plan, 401k, provisions for vacation and holiday pay, and technical and professional training. With a foundation as the nation's largest IT staffing firm, we've become a billion-dollar services company by blending superior client service with an unrivaled ability to source and manage talent to precise specifications, resulting in successful technology executions. Allegis Group and its subsidiaries are equal opportunity employers. M/F/D/V<br><br>"
